# index, node_type, node_subtype, name, _pos
330,MOTOR NEURONS,BODYWALL MUSCLES,dBWML2,"array([ 5.3236507 , -1.88413823])"
331,MOTOR NEURONS,BODYWALL MUSCLES,dBWML3,"array([ 4.7895481 , -2.24375863])"
332,MOTOR NEURONS,BODYWALL MUSCLES,dBWML4,"array([ -5.29792678, -18.64836488])"
333,MOTOR NEURONS,BODYWALL MUSCLES,dBWML5,"array([6.75411329, 0.13170028])"
334,MOTOR NEURONS,BODYWALL MUSCLES,dBWML6,"array([ 7.63471138, -0.68791588])"
335,MOTOR NEURONS,BODYWALL MUSCLES,dBWML7,"array([ 9.37398242, -0.26690012])"
336,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR1,"array([ 6.64222542, -2.05143044])"
337,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR2,"array([ 7.11225629, -1.8652623 ])"
338,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR3,"array([ 5.72929259, -2.30117837])"
339,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR4,"array([ 6.6428187 , -1.19721796])"
340,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR5,"array([ 7.09883903, -1.26411658])"
341,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR6,"array([ 8.11760296, -0.77907398])"
342,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR7,"array([ 8.30704834, -0.31260537])"
343,MOTOR NEURONS,BODYWALL MUSCLES,vBWML1,"array([ 4.04193328, -1.45853939])"
344,MOTOR NEURONS,BODYWALL MUSCLES,vBWML2,"array([ 4.45255083, -1.20463384])"
345,MOTOR NEURONS,BODYWALL MUSCLES,vBWML3,"array([-1.36176231, 18.77474131])"
346,MOTOR NEURONS,BODYWALL MUSCLES,vBWML4,"array([ 5.04202161, -1.17913491])"
347,MOTOR NEURONS,BODYWALL MUSCLES,vBWML5,"array([ 6.76728794, -0.76463301])"
348,MOTOR NEURONS,BODYWALL MUSCLES,vBWML6,"array([ 3.43664228, -1.28827495])"
349,MOTOR NEURONS,BODYWALL MUSCLES,vBWML7,"array([7.40352109, 0.30308138])"
350,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR1,"array([0.72954794, 0.97161972])"
351,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR2,"array([ 2.44031375, -0.12257182])"
352,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR3,"array([ 2.76343096, -0.62276595])"
353,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR4,"array([ 3.3339898 , -0.84438394])"
354,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR5,"array([1.38121656, 0.37413502])"
355,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR6,"array([3.10544911, 0.12551578])"
356,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR7,"array([ 6.97649754, -0.26963242])"
357,MOTOR NEURONS,BODYWALL MUSCLES,dBWML8,"array([25.28646495, -8.12221692])"
358,MOTOR NEURONS,BODYWALL MUSCLES,dBWML9,"array([-2.55886033, 23.61814529])"
359,MOTOR NEURONS,BODYWALL MUSCLES,dBWML10,"array([  2.40211486, -20.74330824])"
360,MOTOR NEURONS,BODYWALL MUSCLES,dBWML11,"array([-6.72056828, 17.82519531])"
361,MOTOR NEURONS,BODYWALL MUSCLES,dBWML12,"array([  6.59760256, -16.0313417 ])"
362,MOTOR NEURONS,BODYWALL MUSCLES,dBWML13,"array([-9.24909355, 18.75536593])"
363,MOTOR NEURONS,BODYWALL MUSCLES,dBWML14,"array([ 10.43866607, -22.46891284])"
364,MOTOR NEURONS,BODYWALL MUSCLES,dBWML15,"array([-3.47103461, 20.58998971])"
365,MOTOR NEURONS,BODYWALL MUSCLES,dBWML16,"array([18.88901588, 17.53401159])"
366,MOTOR NEURONS,BODYWALL MUSCLES,dBWML17,"array([11.99336735, 20.05585841])"
367,MOTOR NEURONS,BODYWALL MUSCLES,dBWML18,"array([ -7.74497866, -17.26848072])"
368,MOTOR NEURONS,BODYWALL MUSCLES,dBWML19,"array([ 5.25183874, 20.97990525])"
369,MOTOR NEURONS,BODYWALL MUSCLES,dBWML20,"array([24.9011423 ,  4.36053526])"
370,MOTOR NEURONS,BODYWALL MUSCLES,dBWML21,"array([-20.43821771,   3.74365673])"
371,MOTOR NEURONS,BODYWALL MUSCLES,dBWML22,"array([6.82344869, 8.48954936])"
372,MOTOR NEURONS,BODYWALL MUSCLES,dBWML23,"array([-10.57882996,  14.01018368])"
373,MOTOR NEURONS,BODYWALL MUSCLES,dBWML24,"array([14.66611323, 21.21270364])"
374,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR8,"array([10.94943336,  0.66999618])"
375,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR9,"array([16.14567672, 18.64766452])"
376,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR10,"array([-11.86150435,  19.45393651])"
377,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR11,"array([-15.65968737,   3.0037403 ])"
378,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR12,"array([-17.48995706,  12.16684163])"
379,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR13,"array([  6.90764966, -23.24134789])"
380,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR14,"array([-18.05877914,   2.08348319])"
381,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR15,"array([-14.66227564,   0.61487768])"
382,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR16,"array([ 19.31266049, -17.18682036])"
383,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR17,"array([  4.00730084, -18.46481525])"
384,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR18,"array([  3.65126318, -23.361697  ])"
385,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR19,"array([ -3.34526629, -16.72708901])"
386,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR20,"array([  6.52584679, -18.67294147])"
387,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR21,"array([-14.71776223,  12.10575181])"
388,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR22,"array([9.10548488, 8.6512955 ])"
389,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR23,"array([-11.9734378 ,  11.92178718])"
390,MOTOR NEURONS,BODYWALL MUSCLES,dBWMR24,"array([ 12.05717432, -14.4203546 ])"
391,MOTOR NEURONS,BODYWALL MUSCLES,vBWML8,"array([9.49454351, 0.50693279])"
392,MOTOR NEURONS,BODYWALL MUSCLES,vBWML9,"array([10.12018338,  1.17244974])"
393,MOTOR NEURONS,BODYWALL MUSCLES,vBWML10,"array([10.1320392 ,  3.18877863])"
394,MOTOR NEURONS,BODYWALL MUSCLES,vBWML11,"array([9.50549874, 2.67591705])"
395,MOTOR NEURONS,BODYWALL MUSCLES,vBWML12,"array([ 16.73541149, -16.36992531])"
396,MOTOR NEURONS,BODYWALL MUSCLES,vBWML13,"array([-19.86252264,   6.86020336])"
397,MOTOR NEURONS,BODYWALL MUSCLES,vBWML14,"array([  9.06434306, -18.19644375])"
398,MOTOR NEURONS,BODYWALL MUSCLES,vBWML15,"array([  9.24743696, -15.50736326])"
399,MOTOR NEURONS,BODYWALL MUSCLES,vBWML16,"array([ 13.71772769, -21.04777425])"
400,MOTOR NEURONS,BODYWALL MUSCLES,vBWML17,"array([23.6254766 , -3.30868348])"
401,MOTOR NEURONS,BODYWALL MUSCLES,vBWML18,"array([-19.86378379,  -2.41914889])"
402,MOTOR NEURONS,BODYWALL MUSCLES,vBWML19,"array([7.77615873, 8.88453139])"
403,MOTOR NEURONS,BODYWALL MUSCLES,vBWML20,"array([8.17129879, 7.92859908])"
404,MOTOR NEURONS,BODYWALL MUSCLES,vBWML21,"array([9.25329533, 7.36238447])"
405,MOTOR NEURONS,BODYWALL MUSCLES,vBWML22,"array([5.23735636, 7.16269923])"
406,MOTOR NEURONS,BODYWALL MUSCLES,vBWML23,"array([-17.4088856 ,  -0.47435558])"
407,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR8,"array([7.89496243, 0.3847571 ])"
408,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR9,"array([9.02604822, 1.98643802])"
409,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR10,"array([8.70843996, 3.97557433])"
410,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR11,"array([8.97122072, 3.36108004])"
411,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR12,"array([25.3563422 ,  7.23194874])"
412,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR13,"array([-15.3970884 ,   5.73221742])"
413,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR14,"array([  0.69988277, -23.07663425])"
414,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR15,"array([-8.05010698, 13.1286086 ])"
415,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR16,"array([20.71925688, 15.11362634])"
416,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR17,"array([-6.1818907, 20.2643001])"
417,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR18,"array([ 20.68948055, -11.93711709])"
418,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR19,"array([-13.07708004,   9.72912922])"
419,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR20,"array([8.34938737, 7.33198976])"
420,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR21,"array([7.69067807, 7.65215222])"
421,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR22,"array([ 9.75374437, -1.31571658])"
422,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR23,"array([ 14.38560961, -15.47071204])"
423,MOTOR NEURONS,BODYWALL MUSCLES,vBWMR24,"array([23.8963434 ,  9.90105281])"
424,MOTOR NEURONS,OTHER END ORGANS,CEPshDL,"array([2.57318343, 4.73329293])"
425,MOTOR NEURONS,OTHER END ORGANS,CEPshDR,"array([ 7.44591604, -0.18981567])"
426,MOTOR NEURONS,OTHER END ORGANS,CEPshVL,"array([2.77633028, 2.1882944 ])"
427,MOTOR NEURONS,OTHER END ORGANS,CEPshVR,"array([3.90471471, 3.15338681])"
428,MOTOR NEURONS,OTHER END ORGANS,GLRDL,"array([ 18.00799033, -11.27237024])"
429,MOTOR NEURONS,OTHER END ORGANS,GLRDR,"array([ 7.72416212, -3.59337472])"
430,MOTOR NEURONS,OTHER END ORGANS,GLRL,"array([ -2.12788172, -22.52845835])"
431,MOTOR NEURONS,OTHER END ORGANS,GLRR,"array([ 3.41507577, -4.50404692])"
432,MOTOR NEURONS,OTHER END ORGANS,GLRVL,"array([ 3.25386624, -2.20638726])"
433,MOTOR NEURONS,OTHER END ORGANS,GLRVR,"array([ 1.7819842 , -2.25018276])"
434,MOTOR NEURONS,OTHER END ORGANS,CANL,"array([2.78674992, 7.037464  ])"
435,MOTOR NEURONS,OTHER END ORGANS,CANR,"array([-13.59988322,   7.33448249])"
436,MOTOR NEURONS,OTHER END ORGANS,exc_gl,"array([2.74439589, 1.44967108])"
437,MOTOR NEURONS,OTHER END ORGANS,exc_cell,"array([22.91791421, -9.44050489])"
438,MOTOR NEURONS,OTHER END ORGANS,hmc,"array([ 11.23120549, -19.8214626 ])"
439,MOTOR NEURONS,OTHER END ORGANS,hyp,"array([6.71758407, 4.10569433])"
440,MOTOR NEURONS,OTHER END ORGANS,mu_intL,"array([ 14.0846672 , -18.22699704])"
441,MOTOR NEURONS,OTHER END ORGANS,mu_intR,"array([ 8.43163025, 20.80962965])"
442,MOTOR NEURONS,OTHER END ORGANS,mu_anal,"array([-20.41229318,   0.55837464])"
443,MOTOR NEURONS,OTHER END ORGANS,mu_sph,"array([ 23.56192894, -12.18118015])"
444,SEX-SPECIFIC CELLS,MOTOR NEURONS,HSNL,"array([5.5320341 , 4.17413356])"
445,SEX-SPECIFIC CELLS,MOTOR NEURONS,HSNR,"array([6.56764413, 3.74512614])"
446,SEX-SPECIFIC CELLS,MOTOR NEURONS,VC01,"array([8.65683687, 2.76033793])"
447,SEX-SPECIFIC CELLS,MOTOR NEURONS,VC02,"array([8.57610336, 3.04738472])"
448,SEX-SPECIFIC CELLS,MOTOR NEURONS,VC03,"array([8.59842754, 3.57246543])"
449,SEX-SPECIFIC CELLS,MOTOR NEURONS,VC04,"array([5.6499828 , 5.62288121])"
450,SEX-SPECIFIC CELLS,MOTOR NEURONS,VC05,"array([5.30449584, 5.15496982])"
451,SEX-SPECIFIC CELLS,MOTOR NEURONS,VC06,"array([8.98585855, 6.77251544])"
452,SEX-SPECIFIC CELLS,MUSCLES,um2AL,"array([ -4.88916775, -21.62983834])"
453,SEX-SPECIFIC CELLS,MUSCLES,um2AR,"array([25.85964711, -5.16146549])"
454,SEX-SPECIFIC CELLS,MUSCLES,um1AL,"array([22.70130544, 12.7226825 ])"
455,SEX-SPECIFIC CELLS,MUSCLES,um1AR,"array([-11.45185251,  16.65981464])"
456,SEX-SPECIFIC CELLS,MUSCLES,um1PL,"array([  5.16964849, -21.03281457])"
457,SEX-SPECIFIC CELLS,MUSCLES,um1PR,"array([10.91743298, 22.86228199])"
458,SEX-SPECIFIC CELLS,MUSCLES,um2PL,"array([26.59449501, -1.90472763])"
459,SEX-SPECIFIC CELLS,MUSCLES,um2PR,"array([ -0.92664917, -17.54213748])"
460,SEX-SPECIFIC CELLS,MUSCLES,vm2AL,"array([-14.23262737,  17.11390203])"
461,SEX-SPECIFIC CELLS,MUSCLES,vm2AR,"array([-16.12697107,  14.69443818])"
462,SEX-SPECIFIC CELLS,MUSCLES,vm1AL,"array([-15.70500158,   9.64102885])"
463,SEX-SPECIFIC CELLS,MUSCLES,vm1AR,"array([ 15.6416977 , -13.09058419])"
464,SEX-SPECIFIC CELLS,MUSCLES,vm1PL,"array([ -0.23232003, -20.3096329 ])"
465,SEX-SPECIFIC CELLS,MUSCLES,vm1PR,"array([ 7.59342696, 23.60242496])"
466,SEX-SPECIFIC CELLS,MUSCLES,vm2PL,"array([-18.81771294,   9.7343026 ])"
467,SEX-SPECIFIC CELLS,MUSCLES,vm2PR,"array([ -2.7982681 , -19.63086167])"
